tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,year
2024-902,Miami,Hard,128,PM,2024-03-18,213,214906,,Q,Claire Liu,R,170.0,USA,23.8,201549,,,Petra Martic,R,181.0,CRO,33.1,6-4 6-1,3,R128,79.0,3.0,2.0,50.0,29.0,19.0,14.0,9.0,3.0,5.0,3.0,3.0,52.0,27.0,19.0,6.0,8.0,3.0,8.0,114.0,662.0,60.0,1143.0,2024
2024-902,Miami,Hard,128,PM,2024-03-18,217,202600,,,Viktoriya Tomova,R,170.0,BUL,29.0,211337,,LL,Tamara Korpatsch,R,170.0,GER,28.8,6-2 6-4,3,R128,99.0,0.0,1.0,55.0,40.0,25.0,9.0,9.0,3.0,5.0,1.0,3.0,63.0,43.0,20.0,11.0,9.0,6.0,11.0,73.0,969.0,77.0,928.0,2024
2024-902,Miami,Hard,128,PM,2024-03-18,252,214939,22.0,,Anna Kalinskaya,R,175.0,RUS,25.2,216016,,,Xiyu Wang,L,,CHN,22.9,6-2 6-2,3,R64,87.0,3.0,2.0,54.0,43.0,32.0,6.0,8.0,2.0,2.0,4.0,3.0,54.0,31.0,20.0,8.0,8.0,5.0,9.0,25.0,1973.0,56.0,1174.0,2024
2024-902,Miami,Hard,128,PM,2024-03-18,257,201514,19.0,,Sorana Cirstea,R,176.0,ROU,33.9,201585,,,Sloane Stephens,R,170.0,USA,30.9,6-2 6-1,3,R64,52.0,1.0,0.0,42.0,27.0,20.0,11.0,8.0,2.0,3.0,0.0,0.0,34.0,33.0,11.0,1.0,7.0,2.0,7.0,24.0,2018.0,41.0,1352.0,2024
2024-902,Miami,Hard,128,PM,2024-03-18,254,206289,8.0,,Maria Sakkari,R,172.0,GRE,28.6,206294,,,Yue Yuan,R,184.0,CHN,25.4,6-2 6-2,3,R64,79.0,2.0,0.0,47.0,30.0,24.0,9.0,8.0,3.0,4.0,2.0,1.0,58.0,31.0,18.0,8.0,8.0,4.0,9.0,9.0,3825.0,37.0,1436.0,2024
2024-902,Miami,Hard,128,PM,2024-03-18,280,201514,19.0,,Sorana Cirstea,R,176.0,ROU,33.9,214082,10.0,,Daria Kasatkina,R,170.0,RUS,26.8,7-5 6-2,3,R32,88.0,2.0,1.0,55.0,33.0,20.0,15.0,10.0,1.0,3.0,1.0,3.0,59.0,42.0,22.0,8.0,10.0,4.0,9.0,24.0,2018.0,11.0,3118.0,2024
2024-902,Miami,Hard,128,PM,2024-03-18,281,201614,23.0,,Caroline Garcia,R,177.0,FRA,30.4,211768,,,Naomi Osaka,R,180.0,JPN,26.4,7-6(4) 7-5,3,R32,108.0,12.0,4.0,79.0,51.0,38.0,14.0,12.0,3.0,4.0,16.0,2.0,76.0,46.0,32.0,18.0,12.0,7.0,9.0,27.0,1865.0,229.0,323.0,2024
2024-902,Miami,Hard,128,PM,2024-03-18,282,221103,3.0,,Coco Gauff,R,175.0,USA,20.0,206219,,LL,Oceane Dodin,R,,FRA,27.3,6-4 6-0,3,R32,64.0,6.0,3.0,44.0,24.0,18.0,12.0,8.0,2.0,3.0,2.0,9.0,58.0,36.0,22.0,5.0,8.0,6.0,11.0,3.0,7150.0,84.0,849.0,2024
2024-902,Miami,Hard,128,PM,2024-03-18,283,202468,5.0,,Jessica Pegula,R,170.0,USA,30.0,220367,31.0,,Leylah Fernandez,L,168.0,CAN,21.5,7-5 6-4,3,R32,101.0,1.0,1.0,63.0,44.0,31.0,8.0,11.0,6.0,9.0,1.0,4.0,80.0,58.0,34.0,8.0,11.0,8.0,13.0,5.0,5035.0,35.0,1490.0,2024
2024-902,Miami,Hard,128,PM,2024-03-18,284,215613,20.0,,Emma Navarro,R,,USA,22.8,211148,12.0,,Jasmine Paolini,R,160.0,ITA,28.2,6-2 3-6 6-0,3,R32,111.0,1.0,1.0,73.0,51.0,33.0,11.0,11.0,4.0,7.0,0.0,1.0,89.0,56.0,30.0,12.0,12.0,12.0,19.0,20.0,2178.0,14.0,2810.0,2024
2024-902,Miami,Hard,128,PM,2024-03-18,285,206420,14.0,,Ekaterina Alexandrova,R,175.0,RUS,29.3,201499,21.0,,Anastasia Pavlyuchenkova,R,177.0,RUS,32.7,6-4 3-6 6-3,3,R32,125.0,9.0,5.0,94.0,60.0,42.0,18.0,14.0,6.0,8.0,9.0,2.0,73.0,53.0,38.0,10.0,14.0,0.0,3.0,16.0,2475.0,22.0,2091.0,2024
2024-902,Miami,Hard,128,PM,2024-03-18,286,216347,1.0,,Iga Swiatek,R,176.0,POL,22.7,222328,26.0,,Linda Noskova,R,,CZE,19.3,6-7(7) 6-4 6-4,3,R32,153.0,2.0,3.0,98.0,73.0,49.0,14.0,16.0,5.0,8.0,7.0,4.0,99.0,55.0,37.0,22.0,16.0,3.0,8.0,1.0,10715.0,31.0,1613.0,2024
2024-902,Miami,Hard,128,PM,2024-03-18,287,201709,,,Yulia Putintseva,R,163.0,KAZ,29.1,211843,32.0,,Anhelina Kalinina,R,179.0,UKR,27.1,6-4 7-6(5),3,R16,143.0,1.0,0.0,70.0,49.0,31.0,16.0,11.0,4.0,6.0,0.0,1.0,81.0,61.0,37.0,10.0,11.0,6.0,9.0,68.0,1008.0,36.0,1483.0,2024
2024-902,Miami,Hard,128,PM,2024-03-18,288,201458,27.0,,Victoria Azarenka,R,180.0,BLR,34.6,211107,24.0,,Katie Boulter,R,180.0,GBR,27.6,7-5 6-1,3,R16,107.0,5.0,3.0,76.0,45.0,34.0,14.0,10.0,2.0,3.0,0.0,5.0,62.0,38.0,22.0,9.0,9.0,9.0,13.0,32.0,1591.0,30.0,1690.0,2024
2024-902,Miami,Hard,128,PM,2024-03-18,289,214981,4.0,,Elena Rybakina,R,184.0,KAZ,24.7,201619,17.0,,Madison Keys,R,178.0,USA,29.0,6-3 7-5,3,R16,84.0,5.0,1.0,63.0,41.0,33.0,11.0,11.0,1.0,2.0,3.0,0.0,63.0,47.0,29.0,7.0,10.0,5.0,8.0,4.0,5848.0,18.0,2342.0,2024
2024-902,Miami,Hard,128,PM,2024-03-18,290,206289,8.0,,Maria Sakkari,R,172.0,GRE,28.6,214939,22.0,,Anna Kalinskaya,R,175.0,RUS,25.2,W/O,3,R16,0.0,,,,,,,,,,,,,,,,,,,9.0,3825.0,25.0,1973.0,2024
2024-902,Miami,Hard,128,PM,2024-03-18,291,203389,,,Danielle Collins,R,178.0,USA,30.2,201514,19.0,,Sorana Cirstea,R,176.0,ROU,33.9,6-3 6-2,3,R16,89.0,6.0,2.0,71.0,40.0,30.0,16.0,9.0,3.0,3.0,3.0,2.0,55.0,42.0,24.0,5.0,8.0,5.0,8.0,53.0,1205.0,24.0,2018.0,2024
2024-902,Miami,Hard,128,PM,2024-03-18,292,201614,23.0,,Caroline Garcia,R,177.0,FRA,30.4,221103,3.0,,Coco Gauff,R,175.0,USA,20.0,6-3 1-6 6-2,3,R16,103.0,1.0,1.0,80.0,52.0,36.0,14.0,12.0,5.0,7.0,8.0,3.0,65.0,38.0,29.0,13.0,12.0,2.0,5.0,27.0,1865.0,3.0,7150.0,2024
2024-902,Miami,Hard,128,PM,2024-03-18,293,202468,5.0,,Jessica Pegula,R,170.0,USA,30.0,215613,20.0,,Emma Navarro,R,,USA,22.8,7-6(1) 6-3,3,R16,88.0,4.0,0.0,78.0,50.0,33.0,17.0,11.0,6.0,8.0,1.0,0.0,60.0,40.0,23.0,13.0,10.0,3.0,6.0,5.0,5035.0,20.0,2178.0,2024
2024-902,Miami,Hard,128,PM,2024-03-18,294,206420,14.0,,Ekaterina Alexandrova,R,175.0,RUS,29.3,216347,1.0,,Iga Swiatek,R,176.0,POL,22.7,6-4 6-2,3,R16,84.0,8.0,4.0,58.0,34.0,26.0,14.0,9.0,1.0,1.0,3.0,1.0,56.0,40.0,25.0,7.0,9.0,3.0,6.0,16.0,2475.0,1.0,10715.0,2024
2024-902,Miami,Hard,128,PM,2024-03-18,295,201458,27.0,,Victoria Azarenka,R,180.0,BLR,34.6,201709,,,Yulia Putintseva,R,163.0,KAZ,29.1,7-6(4) 1-6 6-3,3,QF,175.0,2.0,5.0,94.0,59.0,36.0,14.0,14.0,3.0,9.0,5.0,0.0,116.0,91.0,54.0,10.0,14.0,11.0,16.0,32.0,1591.0,68.0,1008.0,2024
2024-902,Miami,Hard,128,PM,2024-03-18,253,215035,28.0,,Dayana Yastremska,R,175.0,UKR,23.8,201611,,,Daria Saville,R,166.0,AUS,30.0,7-5 7-5,3,R64,125.0,3.0,2.0,74.0,46.0,28.0,14.0,12.0,4.0,8.0,0.0,5.0,87.0,66.0,38.0,5.0,12.0,8.0,14.0,33.0,1577.0,115.0,661.0,2024
2024-902,Miami,Hard,128,PM,2024-03-18,297,203389,,,Danielle Collins,R,178.0,USA,30.2,201614,23.0,,Caroline Garcia,R,177.0,FRA,30.4,6-3 6-2,3,QF,80.0,3.0,2.0,49.0,29.0,26.0,12.0,9.0,0.0,0.0,2.0,0.0,53.0,33.0,20.0,10.0,8.0,5.0,8.0,53.0,1205.0,27.0,1865.0,2024
2024-902,Miami,Hard,128,PM,2024-03-18,298,206420,14.0,,Ekaterina Alexandrova,R,175.0,RUS,29.3,202468,5.0,,Jessica Pegula,R,170.0,USA,30.0,3-6 6-4 6-4,3,QF,118.0,3.0,7.0,94.0,56.0,44.0,13.0,15.0,5.0,9.0,1.0,3.0,79.0,53.0,35.0,16.0,14.0,4.0,8.0,16.0,2475.0,5.0,5035.0,2024
2024-902,Miami,Hard,128,PM,2024-03-18,299,214981,4.0,,Elena Rybakina,R,184.0,KAZ,24.7,201458,27.0,,Victoria Azarenka,R,180.0,BLR,34.6,6-4 0-6 7-6(2),3,SF,153.0,11.0,3.0,84.0,49.0,40.0,13.0,14.0,4.0,8.0,8.0,6.0,99.0,66.0,50.0,14.0,14.0,9.0,11.0,4.0,5848.0,32.0,1591.0,2024
2024-902,Miami,Hard,128,PM,2024-03-18,300,203389,,,Danielle Collins,R,178.0,USA,30.2,206420,14.0,,Ekaterina Alexandrova,R,175.0,RUS,29.3,6-3 6-2,3,SF,75.0,5.0,0.0,47.0,24.0,19.0,17.0,9.0,3.0,4.0,1.0,3.0,52.0,31.0,20.0,7.0,8.0,8.0,12.0,53.0,1205.0,16.0,2475.0,2024
2024-902,Miami,Hard,128,PM,2024-03-18,279,203389,,,Danielle Collins,R,178.0,USA,30.2,220589,,,Elina Avanesyan,R,,ARM,21.5,6-1 6-2,3,R32,71.0,3.0,5.0,48.0,28.0,21.0,9.0,7.0,3.0,4.0,0.0,5.0,55.0,38.0,19.0,3.0,8.0,5.0,11.0,53.0,1205.0,65.0,1059.0,2024
2024-902,Miami,Hard,128,PM,2024-03-18,278,206289,8.0,,Maria Sakkari,R,172.0,GRE,28.6,215035,28.0,,Dayana Yastremska,R,175.0,UKR,23.8,7-5 6-4,3,R32,125.0,6.0,2.0,85.0,55.0,39.0,14.0,11.0,8.0,9.0,3.0,3.0,88.0,55.0,38.0,13.0,11.0,5.0,8.0,9.0,3825.0,33.0,1577.0,2024
2024-902,Miami,Hard,128,PM,2024-03-18,296,214981,4.0,,Elena Rybakina,R,184.0,KAZ,24.7,206289,8.0,,Maria Sakkari,R,172.0,GRE,28.6,7-5 6-7(4) 6-4,3,QF,168.0,10.0,5.0,104.0,62.0,48.0,21.0,17.0,5.0,8.0,4.0,8.0,118.0,70.0,48.0,23.0,17.0,11.0,16.0,4.0,5848.0,9.0,3825.0,2024
2024-902,Miami,Hard,128,PM,2024-03-18,276,201619,17.0,,Madison Keys,R,178.0,USA,29.0,216133,,,Xin Yu Wang,R,182.0,CHN,22.4,6-4 7-6(5),3,R32,103.0,3.0,1.0,71.0,42.0,30.0,19.0,11.0,4.0,5.0,5.0,0.0,88.0,51.0,34.0,20.0,11.0,5.0,7.0,18.0,2342.0,43.0,1316.0,2024
2024-902,Miami,Hard,128,PM,2024-03-18,255,220589,,,Elina Avanesyan,R,,ARM,21.5,202460,6.0,,Ons Jabeur,R,167.0,TUN,29.5,6-1 4-6 6-3,3,R64,114.0,1.0,1.0,73.0,55.0,35.0,10.0,13.0,3.0,7.0,2.0,0.0,81.0,46.0,27.0,15.0,13.0,6.0,13.0,65.0,1059.0,6.0,4118.0,2024
2024-902,Miami,Hard,128,PM,2024-03-18,256,203389,,,Danielle Collins,R,178.0,USA,30.2,215713,30.0,,Anastasia Potapova,R,175.0,RUS,22.9,6-2 6-2,3,R64,62.0,1.0,3.0,45.0,20.0,15.0,17.0,8.0,1.0,2.0,1.0,3.0,43.0,29.0,16.0,2.0,8.0,2.0,7.0,53.0,1205.0,29.0,1707.0,2024
2024-902,Miami,Hard,128,PM,2024-03-18,258,214082,10.0,,Daria Kasatkina,R,170.0,RUS,26.8,214906,,Q,Claire Liu,R,170.0,USA,23.8,6-0 1-0 RET,3,R64,61.0,0.0,2.0,21.0,13.0,11.0,3.0,4.0,0.0,0.0,1.0,4.0,41.0,24.0,11.0,4.0,4.0,3.0,7.0,11.0,3118.0,114.0,662.0,2024
2024-902,Miami,Hard,128,PM,2024-03-18,259,211768,,,Naomi Osaka,R,180.0,JPN,26.4,202494,15.0,,Elina Svitolina,R,174.0,UKR,29.5,6-2 7-6(5),3,R64,90.0,5.0,2.0,64.0,38.0,27.0,17.0,10.0,3.0,4.0,2.0,0.0,62.0,40.0,27.0,12.0,10.0,2.0,5.0,229.0,323.0,17.0,2397.0,2024
2024-902,Miami,Hard,128,PM,2024-03-18,260,201614,23.0,,Caroline Garcia,R,177.0,FRA,30.4,202600,,,Viktoriya Tomova,R,170.0,BUL,29.0,6-1 5-2 RET,3,R64,60.0,3.0,3.0,48.0,24.0,20.0,12.0,7.0,4.0,4.0,0.0,0.0,42.0,32.0,14.0,5.0,7.0,4.0,8.0,27.0,1865.0,73.0,969.0,2024
2024-902,Miami,Hard,128,PM,2024-03-18,261,206219,,LL,Oceane Dodin,R,,FRA,27.3,201551,,,Arantxa Rus,L,180.0,NED,33.2,6-4 3-6 6-3,3,R64,105.0,3.0,6.0,78.0,47.0,34.0,15.0,14.0,4.0,8.0,3.0,4.0,83.0,62.0,37.0,9.0,14.0,6.0,11.0,84.0,849.0,57.0,1174.0,2024
2024-902,Miami,Hard,128,PM,2024-03-18,263,202468,5.0,,Jessica Pegula,R,170.0,USA,30.0,202684,,,Lin Zhu,R,173.0,CHN,30.1,6-4 4-1 RET,3,R64,70.0,5.0,1.0,42.0,25.0,19.0,12.0,8.0,3.0,4.0,0.0,3.0,57.0,33.0,20.0,9.0,7.0,4.0,7.0,5.0,5035.0,63.0,1072.0,2024
2024-902,Miami,Hard,128,PM,2024-03-18,264,220367,31.0,,Leylah Fernandez,L,168.0,CAN,21.5,215306,,Q,Emiliana Arango,R,,COL,23.3,6-4 6-2,3,R64,77.0,0.0,4.0,47.0,33.0,22.0,5.0,9.0,2.0,5.0,2.0,3.0,61.0,46.0,25.0,3.0,9.0,0.0,6.0,35.0,1490.0,123.0,635.0,2024
2024-902,Miami,Hard,128,PM,2024-03-18,265,215613,20.0,,Emma Navarro,R,,USA,22.8,204411,,Q,Storm Hunter,L,166.0,AUS,29.6,6-4 6-3,3,R64,89.0,2.0,1.0,67.0,47.0,28.0,11.0,10.0,4.0,7.0,1.0,2.0,68.0,44.0,26.0,10.0,9.0,6.0,11.0,20.0,2178.0,122.0,636.0,2024
2024-902,Miami,Hard,128,PM,2024-03-18,262,221103,3.0,,Coco Gauff,R,175.0,USA,20.0,206408,,Q,Nadia Podoroska,R,170.0,ARG,27.0,6-1 6-2,3,R64,77.0,5.0,6.0,61.0,39.0,34.0,7.0,8.0,5.0,5.0,0.0,1.0,55.0,35.0,21.0,5.0,7.0,2.0,6.0,3.0,7150.0,78.0,919.0,2024
2024-902,Miami,Hard,128,PM,2024-03-18,267,206420,14.0,,Ekaterina Alexandrova,R,175.0,RUS,29.3,202499,,,Donna Vekic,R,179.0,CRO,27.7,6-3 6-4,3,R64,83.0,8.0,6.0,67.0,45.0,38.0,9.0,10.0,9.0,9.0,4.0,6.0,60.0,37.0,24.0,10.0,9.0,2.0,4.0,16.0,2475.0,34.0,1518.0,2024
2024-902,Miami,Hard,128,PM,2024-03-18,275,214981,4.0,,Elena Rybakina,R,184.0,KAZ,24.7,203501,,Q,Taylor Townsend,L,170.0,USA,27.9,6-3 6-7(3) 6-4,3,R32,144.0,16.0,3.0,106.0,60.0,47.0,22.0,16.0,5.0,7.0,9.0,1.0,95.0,66.0,42.0,18.0,15.0,6.0,10.0,4.0,5848.0,72.0,974.0,2024
2024-902,Miami,Hard,128,PM,2024-03-18,274,201458,27.0,,Victoria Azarenka,R,180.0,BLR,34.6,221012,7.0,,Qinwen Zheng,R,,CHN,21.4,6-4 7-5,3,R32,117.0,2.0,5.0,76.0,49.0,36.0,15.0,11.0,5.0,7.0,7.0,1.0,72.0,41.0,29.0,13.0,11.0,6.0,10.0,32.0,1591.0,7.0,4050.0,2024
2024-902,Miami,Hard,128,PM,2024-03-18,266,211148,12.0,,Jasmine Paolini,R,160.0,ITA,28.2,220465,,Q,Katie Volynets,R,,USA,22.2,7-6(8) 7-5,3,R64,126.0,2.0,0.0,79.0,49.0,35.0,15.0,12.0,4.0,7.0,0.0,2.0,83.0,69.0,44.0,2.0,12.0,2.0,6.0,14.0,2810.0,121.0,637.0,2024
2024-902,Miami,Hard,128,PM,2024-03-18,273,211107,24.0,,Katie Boulter,R,180.0,GBR,27.6,206242,11.0,,Beatriz Haddad Maia,L,185.0,BRA,27.8,6-2 6-3,3,R32,90.0,2.0,5.0,59.0,38.0,30.0,9.0,8.0,0.0,0.0,2.0,3.0,51.0,34.0,20.0,8.0,9.0,3.0,7.0,30.0,1690.0,13.0,2870.0,2024
2024-902,Miami,Hard,128,PM,2024-03-18,272,201709,,,Yulia Putintseva,R,163.0,KAZ,29.1,213889,,LL,Greet Minnen,R,,BEL,26.5,6-2 2-6 6-4,3,R32,102.0,1.0,2.0,72.0,47.0,38.0,12.0,13.0,0.0,2.0,2.0,4.0,71.0,45.0,34.0,13.0,13.0,1.0,4.0,68.0,1008.0,79.0,908.0,2024
2024-902,Miami,Hard,128,PM,2024-03-18,277,214939,22.0,,Anna Kalinskaya,R,175.0,RUS,25.2,211533,9.0,,Jelena Ostapenko,R,177.0,LAT,26.7,6-3 6-1,3,R32,69.0,2.0,1.0,56.0,33.0,24.0,14.0,8.0,2.0,2.0,2.0,3.0,46.0,24.0,14.0,10.0,8.0,2.0,6.0,25.0,1973.0,10.0,3493.0,2024
2024-902,Miami,Hard,128,PM,2024-03-18,270,216347,1.0,,Iga Swiatek,R,176.0,POL,22.7,202429,,,Camila Giorgi,R,168.0,ITA,32.2,6-1 6-1,3,R64,67.0,2.0,1.0,42.0,26.0,20.0,11.0,7.0,4.0,4.0,2.0,9.0,48.0,29.0,17.0,5.0,7.0,6.0,11.0,1.0,10715.0,107.0,691.0,2024
2024-902,Miami,Hard,128,PM,2024-03-18,269,222328,26.0,,Linda Noskova,R,,CZE,19.3,221237,,Q,Maria Timofeeva,R,,RUS,20.3,6-4 6-4,3,R64,81.0,5.0,5.0,60.0,35.0,31.0,12.0,10.0,4.0,4.0,5.0,2.0,57.0,38.0,27.0,10.0,10.0,5.0,7.0,31.0,1613.0,99.0,726.0,2024
2024-902,Miami,Hard,128,PM,2024-03-18,268,201499,21.0,,Anastasia Pavlyuchenkova,R,177.0,RUS,32.7,201603,,,Shelby Rogers,R,175.0,USA,31.4,6-2 6-1,3,R64,75.0,1.0,1.0,56.0,38.0,23.0,11.0,8.0,3.0,4.0,3.0,4.0,52.0,32.0,14.0,8.0,7.0,6.0,11.0,22.0,2091.0,325.0,208.0,2024
2024-902,Miami,Hard,128,PM,2024-03-18,271,211843,32.0,,Anhelina Kalinina,R,179.0,UKR,27.1,214544,2.0,,Aryna Sabalenka,R,182.0,BLR,25.8,6-4 1-6 6-1,3,R32,122.0,1.0,5.0,82.0,55.0,33.0,10.0,12.0,6.0,11.0,3.0,6.0,76.0,50.0,31.0,8.0,12.0,5.0,11.0,36.0,1483.0,2.0,8195.0,2024
2024-804,Charleston,Clay,64,P,2024-04-01,281,214082,4.0,,Daria Kasatkina,R,170.0,RUS,26.9,221909,,,Ashlyn Krueger,R,185.0,USA,19.9,6-3 0-6 6-1,3,R32,108.0,1.0,8.0,85.0,52.0,30.0,16.0,11.0,8.0,12.0,3.0,3.0,71.0,50.0,32.0,6.0,11.0,7.0,12.0,11.0,3173.0,73.0,963.0,2024
2024-804,Charleston,Clay,64,P,2024-04-01,276,206368,9.0,,Veronika Kudermetova,R,175.0,RUS,26.9,201603,,WC,Shelby Rogers,R,175.0,USA,31.4,7-6(5) 6-4,3,R32,112.0,4.0,6.0,72.0,45.0,30.0,15.0,11.0,2.0,5.0,1.0,5.0,67.0,35.0,26.0,12.0,11.0,2.0,6.0,19.0,2305.0,325.0,208.0,2024
2024-804,Charleston,Clay,64,P,2024-04-01,277,206242,5.0,,Beatriz Haddad Maia,L,185.0,BRA,27.8,214452,,,Caroline Dolehide,R,178.0,USA,25.5,6-2 7-5,3,R32,100.0,3.0,3.0,61.0,38.0,28.0,8.0,10.0,0.0,3.0,2.0,1.0,62.0,47.0,21.0,7.0,10.0,3.0,9.0,13.0,2870.0,47.0,1240.0,2024
2024-804,Charleston,Clay,64,P,2024-04-01,278,211713,,,Jaqueline Cristian,R,180.0,ROU,25.8,201619,8.0,,Madison Keys,R,178.0,USA,29.1,3-6 6-3 6-3,3,R32,122.0,0.0,5.0,86.0,45.0,30.0,20.0,13.0,4.0,8.0,8.0,4.0,85.0,56.0,33.0,14.0,14.0,9.0,15.0,83.0,844.0,18.0,2397.0,2024
2024-804,Charleston,Clay,64,P,2024-04-01,279,215613,10.0,,Emma Navarro,R,,USA,22.8,220465,,Q,Katie Volynets,R,,USA,22.2,6-1 6-1,3,R32,69.0,0.0,0.0,39.0,23.0,20.0,9.0,7.0,0.0,0.0,1.0,1.0,63.0,48.0,23.0,4.0,7.0,6.0,11.0,20.0,2218.0,110.0,687.0,2024
2024-804,Charleston,Clay,64,P,2024-04-01,280,211843,15.0,,Anhelina Kalinina,R,179.0,UKR,27.1,201496,,WC,Caroline Wozniacki,R,177.0,DEN,33.7,6-2 6-3,3,R32,80.0,1.0,3.0,43.0,31.0,24.0,6.0,8.0,0.0,1.0,1.0,1.0,64.0,43.0,23.0,6.0,9.0,6.0,11.0,33.0,1593.0,126.0,623.0,2024
2024-804,Charleston,Clay,64,P,2024-04-01,275,206292,,LL,Astra Sharma,R,178.0,AUS,28.5,201615,16.0,,Lesia Tsurenko,R,174.0,UKR,34.8,6-4 6-0,3,R32,76.0,3.0,4.0,55.0,33.0,24.0,11.0,8.0,0.0,1.0,0.0,1.0,55.0,44.0,21.0,4.0,8.0,6.0,11.0,135.0,544.0,39.0,1392.0,2024
2024-804,Charleston,Clay,64,P,2024-04-01,290,211713,,,Jaqueline Cristian,R,180.0,ROU,25.8,215613,10.0,,Emma Navarro,R,,USA,22.8,6-3 5-7 6-1,3,R16,147.0,3.0,7.0,86.0,50.0,37.0,19.0,14.0,4.0,6.0,1.0,2.0,108.0,73.0,43.0,16.0,14.0,8.0,13.0,83.0,844.0,20.0,2218.0,2024
2024-804,Charleston,Clay,64,P,2024-04-01,283,201458,12.0,,Victoria Azarenka,R,180.0,BLR,34.6,220714,,,Elisabetta Cocciaretto,R,,ITA,23.1,6-1 6-2,3,R32,70.0,1.0,1.0,53.0,42.0,28.0,6.0,8.0,4.0,5.0,0.0,1.0,39.0,22.0,12.0,4.0,7.0,2.0,7.0,26.0,1916.0,56.0,1127.0,2024
2024-804,Charleston,Clay,64,P,2024-04-01,284,202663,,,Magda Linette,R,171.0,POL,32.1,215035,13.0,,Dayana Yastremska,R,175.0,UKR,23.8,0-6 6-4 6-3,3,R32,106.0,2.0,2.0,66.0,38.0,23.0,16.0,13.0,2.0,7.0,1.0,3.0,70.0,45.0,28.0,15.0,12.0,4.0,8.0,63.0,1080.0,32.0,1597.0,2024
2024-804,Charleston,Clay,64,P,2024-04-01,285,202468,1.0,,Jessica Pegula,R,170.0,USA,30.0,216153,,,Amanda Anisimova,R,180.0,USA,22.5,3-6 6-4 7-6(3),3,R32,146.0,7.0,3.0,95.0,55.0,39.0,19.0,15.0,4.0,8.0,3.0,6.0,126.0,80.0,46.0,22.0,16.0,11.0,15.0,5.0,4860.0,264.0,280.0,2024
2024-804,Charleston,Clay,64,P,2024-04-01,286,203389,,,Danielle Collins,R,178.0,USA,30.2,201585,,,Sloane Stephens,R,170.0,USA,31.0,6-2 6-2,3,R16,71.0,2.0,2.0,58.0,30.0,23.0,18.0,8.0,4.0,4.0,1.0,3.0,46.0,33.0,21.0,4.0,8.0,1.0,5.0,22.0,2140.0,40.0,1377.0,2024
2024-804,Charleston,Clay,64,P,2024-04-01,287,210722,11.0,,Elise Mertens,R,179.0,BEL,28.3,202494,7.0,,Elina Svitolina,R,174.0,UKR,29.5,6-4 6-1,3,R16,66.0,3.0,4.0,63.0,40.0,29.0,11.0,9.0,7.0,8.0,2.0,0.0,35.0,25.0,15.0,3.0,8.0,2.0,6.0,30.0,1646.0,17.0,2406.0,2024
2024-804,Charleston,Clay,64,P,2024-04-01,288,206289,3.0,,Maria Sakkari,R,172.0,GRE,28.6,206292,,LL,Astra Sharma,R,178.0,AUS,28.5,6-4 6-1,3,R16,90.0,3.0,3.0,69.0,40.0,27.0,17.0,9.0,6.0,7.0,4.0,2.0,56.0,39.0,24.0,6.0,8.0,2.0,6.0,7.0,4030.0,135.0,544.0,2024
2024-804,Charleston,Clay,64,P,2024-04-01,289,206368,9.0,,Veronika Kudermetova,R,175.0,RUS,26.9,206242,5.0,,Beatriz Haddad Maia,L,185.0,BRA,27.8,7-5 6-1,3,R16,97.0,5.0,1.0,52.0,29.0,21.0,10.0,9.0,3.0,5.0,3.0,5.0,62.0,39.0,20.0,9.0,10.0,5.0,11.0,19.0,2305.0,13.0,2870.0,2024
2024-804,Charleston,Clay,64,P,2024-04-01,274,206289,3.0,,Maria Sakkari,R,172.0,GRE,28.6,202600,,,Viktoriya Tomova,R,170.0,BUL,29.0,6-3 6-3,3,R32,80.0,4.0,0.0,51.0,33.0,25.0,11.0,9.0,3.0,4.0,2.0,2.0,66.0,40.0,18.0,15.0,9.0,4.0,8.0,7.0,4030.0,74.0,949.0,2024
2024-804,Charleston,Clay,64,P,2024-04-01,282,203501,,,Taylor Townsend,L,170.0,USA,27.9,206420,6.0,,Ekaterina Alexandrova,R,175.0,RUS,29.3,7-5 6-2,3,R32,97.0,7.0,0.0,58.0,38.0,26.0,13.0,10.0,0.0,1.0,0.0,5.0,70.0,30.0,20.0,18.0,10.0,4.0,8.0,68.0,1034.0,15.0,2650.0,2024
2024-804,Charleston,Clay,64,P,2024-04-01,273,202494,7.0,,Elina Svitolina,R,174.0,UKR,29.5,201611,,Q,Daria Saville,R,166.0,AUS,30.0,6-2 6-4,3,R32,81.0,1.0,1.0,56.0,38.0,23.0,8.0,9.0,0.0,3.0,2.0,3.0,63.0,45.0,22.0,6.0,9.0,6.0,12.0,17.0,2406.0,108.0,695.0,2024
