player_id,overall_elo,grass_elo
203504,1441.75,1500.0
220361,1441.63,1500.0
216013,1441.35,1463.47
201697,1440.8,1419.31
263850,1440.8,1500.0
221815,1440.72,1500.0
211342,1440.67,1500.0
219874,1440.39,1500.0
221833,1440.13,1500.0
214465,1439.95,1500.0
211874,1439.68,1500.0
213998,1439.56,1500.0
216265,1438.89,1462.86
201597,1438.62,1451.38
202456,1438.62,1500.0
260672,1437.86,1500.0
210705,1437.79,1501.09
223137,1437.48,1500.0
211222,1437.13,1484.97
201701,1437.13,1500.0
220043,1437.02,1500.0
202596,1436.88,1522.08
201513,1436.65,1489.19
220454,1436.42,1500.0
211407,1436.38,1500.0
213767,1436.25,1500.0
241714,1435.08,1500.0
221343,1434.52,1500.0
203509,1434.3,1500.0
201534,1434.09,1483.21
214304,1433.98,1459.36
214646,1433.78,1500.0
211951,1433.5,1462.67
211552,1432.55,1534.29
202443,1432.53,1480.0
211635,1432.3,1482.45
206007,1431.56,1479.72
223253,1431.39,1500.0
201613,1430.88,1460.0
201606,1430.86,1451.6
215314,1430.35,1500.0
222296,1430.3,1495.02
202387,1430.12,1500.0
201490,1429.85,1479.12
201540,1429.5,1507.76
222305,1429.12,1500.0
204434,1428.64,1436.57
201454,1427.67,1500.0
201666,1427.66,1500.0
206102,1426.88,1460.56
213666,1426.82,1459.83
215996,1426.3,1507.48
202450,1426.27,1500.0
201318,1425.52,1500.0
211541,1425.51,1500.0
201524,1425.47,1500.0
213672,1424.9,1500.0
211529,1424.46,1500.0
211539,1423.98,1415.8
202681,1422.97,1500.0
211901,1422.88,1479.37
203398,1421.83,1445.48
201212,1421.51,1479.74
202604,1421.48,1500.0
216116,1421.09,1500.0
201512,1420.62,1459.48
216213,1420.17,1500.0
215290,1419.04,1500.0
201501,1418.35,1481.67
221039,1416.89,1500.0
204246,1416.34,1470.73
203435,1415.93,1503.9
211736,1415.46,1503.51
203281,1415.4,1479.28
203475,1414.68,1479.94
200748,1414.46,1496.93
212001,1414.33,1477.39
202424,1413.49,1500.0
201562,1412.66,1500.0
215910,1412.19,1472.97
201568,1411.05,1500.76
202418,1409.39,1501.42
202457,1408.78,1480.96
201516,1408.1,1488.42
